Algorithm,Problem,ExecutionId,IndicatorName,IndicatorValue
NSGAII surrogate LSTM 20%,DTLZ7,2,HV,0.2827611308907612
NSGAII surrogate LSTM 20%,DTLZ7,3,EP,0.7186800613425941
NSGAII surrogate LSTM 20%,DTLZ7,3,HV,0.2561316970988126
NSGAII surrogate LSTM 20%,DTLZ7,4,EP,0.5781200452133175
NSGAII surrogate LSTM 20%,DTLZ7,4,HV,0.24680019148790913
NSGAII surrogate LSTM 20%,DTLZ7,5,EP,0.5829531408577728
NSGAII surrogate LSTM 20%,DTLZ7,5,HV,0.3344558858216081
NSGAII surrogate LSTM 20%,DTLZ7,6,EP,0.7023142757754702
NSGAII surrogate LSTM 20%,DTLZ7,6,HV,0.23010616326140781
NSGAII surrogate LSTM 20%,DTLZ7,7,EP,0.5746112453848555
NSGAII surrogate LSTM 20%,DTLZ7,7,HV,0.26203816649938944
NSGAII surrogate LSTM 20%,DTLZ7,8,EP,0.7165232460726956
NSGAII surrogate LSTM 20%,DTLZ7,8,HV,0.24685273484691117
NSGAII surrogate LSTM 20%,DTLZ7,9,EP,0.6231012966402216
NSGAII surrogate LSTM 20%,DTLZ7,9,HV,0.2320464041336599
NSGAII surrogate LSTM 20%,DTLZ7,0,Time,19.753033876419067
NSGAII surrogate LSTM 20%,DTLZ7,1,Time,20.053812265396118
NSGAII surrogate LSTM 20%,DTLZ7,2,Time,20.03755211830139
NSGAII surrogate LSTM 20%,DTLZ7,3,Time,20.167402505874634
NSGAII surrogate LSTM 20%,DTLZ7,4,Time,21.565401792526245
NSGAII surrogate LSTM 20%,DTLZ7,5,Time,20.08359670639038
NSGAII surrogate LSTM 20%,DTLZ7,6,Time,20.158803701400757
NSGAII surrogate LSTM 20%,DTLZ7,7,Time,21.863179683685303
NSGAII surrogate LSTM 20%,DTLZ7,8,Time,20.259153366088867
NSGAII surrogate LSTM 20%,DTLZ7,9,Time,20.37298011779785
NSGAII surrogate LSTM 30%,DTLZ2,0,EP,0.2864285074748726
NSGAII surrogate LSTM 30%,DTLZ2,0,HV,6.592685162260502
NSGAII surrogate LSTM 30%,DTLZ2,1,EP,0.3161897834189909
NSGAII surrogate LSTM 30%,DTLZ2,1,HV,7.163170295471559
NSGAII surrogate LSTM 30%,DTLZ2,2,EP,0.3014054275796134
NSGAII surrogate LSTM 30%,DTLZ2,2,HV,6.642069100118945
NSGAII surrogate LSTM 30%,DTLZ2,3,EP,0.325311534818722
NSGAII surrogate LSTM 30%,DTLZ2,3,HV,5.830725323892582
NSGAII surrogate LSTM 30%,DTLZ2,4,EP,0.4330035119683826
NSGAII surrogate LSTM 30%,DTLZ2,4,HV,6.110153017151731
NSGAII surrogate LSTM 30%,DTLZ2,5,EP,0.2776010031630157
